ComplaintID,DateKey,Date,AirlineCode,AirportCode,Category,ComplaintStatus,DaysToResolve,ResolutionQualityScore,FollowUpRequired,ChannelSubmitted,ComplaintDescription
CP006502,20240424,2024-04-24,FY,IPH,Check-in Service,Resolved,15,5,No,Website,"Long queue at check-in counter, insufficient staff"
CP006503,20230813,2023-08-13,OD,KUA,Flight Delay,Resolved,20,4,No,Phone,Flight delayed without adequate notification to passengers
CP006504,20231008,2023-10-08,D7,KUA,Baggage Handling,Resolved,12,5,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006505,20241109,2024-11-09,MH,KUL,Flight Delay,Pending,,,Yes,Email,Flight delayed without adequate notification to passengers
CP006506,20241110,2024-11-10,MF,TWU,Check-in Service,Resolved,9,4,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006507,20240428,2024-04-28,AK,SDK,Baggage Handling,Resolved,19,2,No,Email,Baggage delayed / damaged / lost upon arrival
CP006508,20240914,2024-09-14,OD,TGG,Flight Delay,Resolved,4,4,No,Website,Flight delayed without adequate notification to passengers
CP006509,20230716,2023-07-16,OD,PEN,Other,In Progress,23,,No,Website,Miscellaneous passenger complaint
CP006510,20240705,2024-07-05,MF,KUA,Flight Delay,Resolved,7,5,No,Email,Flight delayed without adequate notification to passengers
CP006511,20231111,2023-11-11,AK,KUA,Ground Staff Attitude,Resolved,15,3,No,Email,Unprofessional behaviour from ground handling staff
CP006512,20230221,2023-02-21,AK,KCH,Check-in Service,Resolved,19,4,No,Email,"Long queue at check-in counter, insufficient staff"
CP006513,20241024,2024-10-24,FY,SDK,Cleanliness,In Progress,24,,Yes,Phone,Aircraft or terminal cleanliness below acceptable standard
CP006514,20240613,2024-06-13,AK,PEN,Flight Delay,Resolved,15,2,No,Website,Flight delayed without adequate notification to passengers
CP006515,20230924,2023-09-24,AK,LGK,Refund/Compensation,Resolved,15,4,No,Email,Delay in processing refund or compensation claim
CP006516,20240210,2024-02-10,MF,KBR,Check-in Service,Resolved,7,3,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP006517,20240830,2024-08-30,MF,KUL,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP006518,20241115,2024-11-15,AK,BKI,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP006519,20241025,2024-10-25,D7,LGK,Ground Staff Attitude,Pending,,,No,Email,Unprofessional behaviour from ground handling staff
CP006520,20231113,2023-11-13,AK,TGG,In-flight Service,In Progress,36,,No,Website,Poor in-flight service quality reported by passengers
CP006521,20231019,2023-10-19,MH,BKI,Flight Delay,Resolved,15,3,No,Counter,Flight delayed without adequate notification to passengers
CP006522,20240807,2024-08-07,AK,KBR,Refund/Compensation,Resolved,21,5,Yes,Website,Delay in processing refund or compensation claim
CP006523,20230704,2023-07-04,MF,SDK,Refund/Compensation,Resolved,10,5,No,Email,Delay in processing refund or compensation claim
CP006524,20230628,2023-06-28,D7,KUA,Baggage Handling,Resolved,6,2,No,Email,Baggage delayed / damaged / lost upon arrival
CP006525,20240307,2024-03-07,AK,AOR,Flight Delay,Resolved,3,3,No,Phone,Flight delayed without adequate notification to passengers
CP006526,20230124,2023-01-24,AK,KUA,Flight Delay,Resolved,2,3,No,Website,Flight delayed without adequate notification to passengers
CP006527,20230425,2023-04-25,MF,TWU,Flight Delay,In Progress,30,,Yes,Website,Flight delayed without adequate notification to passengers
CP006528,20240824,2024-08-24,FY,TGG,Safety Concern,Resolved,15,5,Yes,Counter,Passenger reported safety-related concern onboard
CP006529,20230403,2023-04-03,AK,KUA,Flight Delay,Resolved,15,5,Yes,Email,Flight delayed without adequate notification to passengers
CP006530,20230913,2023-09-13,OD,BKI,Cleanliness,Resolved,8,5,Yes,Email,Aircraft or terminal cleanliness below acceptable standard
CP006531,20231228,2023-12-28,FY,MYY,Flight Delay,Resolved,19,5,No,Social Media,Flight delayed without adequate notification to passengers
CP006532,20230408,2023-04-08,MF,TGG,In-flight Service,Resolved,7,2,No,Website,Poor in-flight service quality reported by passengers
CP006533,20240522,2024-05-22,MF,KBR,Flight Delay,Resolved,18,5,No,Email,Flight delayed without adequate notification to passengers
CP006534,20240617,2024-06-17,OD,JHB,Flight Delay,Resolved,2,5,No,Social Media,Flight delayed without adequate notification to passengers
CP006535,20240521,2024-05-21,MF,TGG,In-flight Service,Pending,,,No,Email,Poor in-flight service quality reported by passengers
CP006536,20240925,2024-09-25,MH,SBW,Baggage Handling,Resolved,16,5,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006537,20240706,2024-07-06,MH,MYY,Check-in Service,Pending,,,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006538,20240520,2024-05-20,FY,BKI,Flight Delay,Pending,,,Yes,Counter,Flight delayed without adequate notification to passengers
CP006539,20230730,2023-07-30,MF,KCH,In-flight Service,Pending,,,No,Website,Poor in-flight service quality reported by passengers
CP006540,20230312,2023-03-12,MF,KBR,In-flight Service,Resolved,6,3,Yes,Social Media,Poor in-flight service quality reported by passengers
CP006541,20230114,2023-01-14,AK,BKI,Check-in Service,Escalated,,,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006542,20240529,2024-05-29,OD,KUA,Baggage Handling,In Progress,43,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006543,20241128,2024-11-28,MH,KUL,Refund/Compensation,Resolved,18,2,No,Social Media,Delay in processing refund or compensation claim
CP006544,20231227,2023-12-27,FY,JHB,Refund/Compensation,Resolved,15,2,No,Email,Delay in processing refund or compensation claim
CP006545,20231019,2023-10-19,FY,LGK,Safety Concern,Escalated,,,No,Email,Passenger reported safety-related concern onboard
CP006546,20230102,2023-01-02,D7,BKI,Flight Delay,Resolved,15,2,No,Phone,Flight delayed without adequate notification to passengers
CP006547,20230819,2023-08-19,AK,BKI,Baggage Handling,Resolved,8,4,Yes,Social Media,Baggage delayed / damaged / lost upon arrival
CP006548,20240419,2024-04-19,MH,MYY,Safety Concern,Resolved,4,2,No,Website,Passenger reported safety-related concern onboard
CP006549,20230225,2023-02-25,AK,TWU,Flight Delay,Pending,,,No,Social Media,Flight delayed without adequate notification to passengers
CP006550,20230602,2023-06-02,MH,KUA,Flight Delay,Resolved,8,3,No,Website,Flight delayed without adequate notification to passengers
CP006551,20240214,2024-02-14,FY,LGK,Check-in Service,Resolved,17,3,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006552,20230117,2023-01-17,MF,KUA,Flight Delay,Resolved,16,2,No,Social Media,Flight delayed without adequate notification to passengers
CP006553,20241208,2024-12-08,MF,KUL,Flight Delay,In Progress,9,,Yes,Website,Flight delayed without adequate notification to passengers
CP006554,20231021,2023-10-21,AK,KUL,Baggage Handling,Resolved,7,2,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP006555,20240518,2024-05-18,MF,TWU,In-flight Service,Resolved,19,4,No,Email,Poor in-flight service quality reported by passengers
CP006556,20240504,2024-05-04,AK,SDK,Baggage Handling,Pending,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006557,20240829,2024-08-29,AK,TWU,Cleanliness,Resolved,15,5,No,Phone,Aircraft or terminal cleanliness below acceptable standard
CP006558,20241112,2024-11-12,FY,IPH,Flight Delay,Resolved,9,3,No,Social Media,Flight delayed without adequate notification to passengers
CP006559,20240221,2024-02-21,MF,KUL,Check-in Service,In Progress,35,,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006560,20230902,2023-09-02,MF,MYY,Baggage Handling,Pending,,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006561,20231019,2023-10-19,AK,SBW,Baggage Handling,Resolved,2,2,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006562,20240820,2024-08-20,D7,IPH,Baggage Handling,In Progress,10,,No,Email,Baggage delayed / damaged / lost upon arrival
CP006563,20230127,2023-01-27,AK,KUL,Baggage Handling,Escalated,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006564,20230112,2023-01-12,AK,SDK,Flight Delay,Resolved,5,2,No,Counter,Flight delayed without adequate notification to passengers
CP006565,20230905,2023-09-05,AK,JHB,In-flight Service,In Progress,37,,Yes,Social Media,Poor in-flight service quality reported by passengers
CP006566,20230221,2023-02-21,FY,SBW,Flight Delay,In Progress,29,,No,Social Media,Flight delayed without adequate notification to passengers
CP006567,20231227,2023-12-27,OD,JHB,Other,Resolved,11,3,No,Counter,Miscellaneous passenger complaint
CP006568,20231005,2023-10-05,AK,TGG,Safety Concern,Pending,,,No,Email,Passenger reported safety-related concern onboard
CP006569,20240514,2024-05-14,AK,IPH,Ground Staff Attitude,Resolved,16,4,No,Website,Unprofessional behaviour from ground handling staff
CP006570,20230610,2023-06-10,AK,AOR,Ground Staff Attitude,Resolved,17,2,No,Website,Unprofessional behaviour from ground handling staff
CP006571,20241126,2024-11-26,OD,SDK,Check-in Service,Resolved,1,2,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP006572,20230906,2023-09-06,D7,KUL,Flight Delay,Resolved,18,5,No,Social Media,Flight delayed without adequate notification to passengers
CP006573,20230829,2023-08-29,AK,BKI,Flight Delay,Resolved,1,4,No,Website,Flight delayed without adequate notification to passengers
CP006574,20230106,2023-01-06,AK,KCH,Baggage Handling,Resolved,3,3,No,Email,Baggage delayed / damaged / lost upon arrival
CP006575,20230117,2023-01-17,OD,LGK,Flight Delay,Resolved,18,3,No,Counter,Flight delayed without adequate notification to passengers
CP006576,20230724,2023-07-24,D7,PEN,Flight Delay,Resolved,10,2,No,Phone,Flight delayed without adequate notification to passengers
CP006577,20240907,2024-09-07,MH,PEN,Baggage Handling,Resolved,20,4,No,Email,Baggage delayed / damaged / lost upon arrival
CP006578,20230209,2023-02-09,AK,JHB,In-flight Service,Resolved,6,4,No,Counter,Poor in-flight service quality reported by passengers
CP006579,20231211,2023-12-11,OD,KCH,Check-in Service,Resolved,19,4,Yes,Social Media,"Long queue at check-in counter, insufficient staff"
CP006580,20240227,2024-02-27,AK,KBR,Refund/Compensation,Resolved,1,4,No,Email,Delay in processing refund or compensation claim
CP006581,20230902,2023-09-02,AK,LGK,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006582,20240910,2024-09-10,FY,TWU,Check-in Service,Resolved,21,5,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006583,20230207,2023-02-07,MF,SDK,Flight Delay,In Progress,22,,Yes,Email,Flight delayed without adequate notification to passengers
CP006584,20240608,2024-06-08,AK,AOR,In-flight Service,Resolved,14,2,No,Website,Poor in-flight service quality reported by passengers
CP006585,20240225,2024-02-25,FY,MYY,Flight Delay,Resolved,9,5,No,Website,Flight delayed without adequate notification to passengers
CP006586,20230106,2023-01-06,OD,AOR,Other,Resolved,11,4,No,Email,Miscellaneous passenger complaint
CP006587,20230304,2023-03-04,MF,BKI,Baggage Handling,In Progress,18,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006588,20230726,2023-07-26,MF,KCH,Flight Delay,Resolved,1,4,Yes,Counter,Flight delayed without adequate notification to passengers
CP006589,20230331,2023-03-31,AK,SDK,In-flight Service,Escalated,,,No,Social Media,Poor in-flight service quality reported by passengers
CP006590,20230530,2023-05-30,D7,TGG,Flight Delay,Resolved,9,3,No,Website,Flight delayed without adequate notification to passengers
CP006591,20240704,2024-07-04,AK,KUL,Baggage Handling,Resolved,9,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP006592,20240423,2024-04-23,AK,KBR,Flight Delay,Resolved,15,3,No,Counter,Flight delayed without adequate notification to passengers
CP006593,20240126,2024-01-26,MH,KBR,Baggage Handling,Resolved,19,4,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006594,20241217,2024-12-17,AK,PEN,Baggage Handling,Resolved,5,3,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006595,20240416,2024-04-16,FY,MYY,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006596,20231030,2023-10-30,MH,JHB,Flight Delay,Resolved,5,2,No,Phone,Flight delayed without adequate notification to passengers
CP006597,20240405,2024-04-05,MF,IPH,Ground Staff Attitude,Pending,,,No,Social Media,Unprofessional behaviour from ground handling staff
CP006598,20230104,2023-01-04,MH,AOR,Check-in Service,Resolved,14,2,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006599,20231209,2023-12-09,AK,KBR,Check-in Service,In Progress,25,,Yes,Counter,"Long queue at check-in counter, insufficient staff"
CP006600,20230705,2023-07-05,AK,TWU,Baggage Handling,In Progress,17,,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP006601,20230422,2023-04-22,OD,KCH,Baggage Handling,Resolved,19,2,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP006602,20231222,2023-12-22,AK,TGG,Flight Delay,Resolved,18,2,No,Website,Flight delayed without adequate notification to passengers
CP006603,20241115,2024-11-15,OD,KUL,Flight Delay,In Progress,33,,No,Email,Flight delayed without adequate notification to passengers
CP006604,20230722,2023-07-22,MF,TGG,Flight Delay,Escalated,,,No,Email,Flight delayed without adequate notification to passengers
CP006605,20230316,2023-03-16,OD,BKI,In-flight Service,Resolved,3,2,No,Counter,Poor in-flight service quality reported by passengers
CP006606,20230726,2023-07-26,MH,SDK,Baggage Handling,Resolved,9,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP006607,20241011,2024-10-11,MF,KBR,Baggage Handling,In Progress,7,,No,Email,Baggage delayed / damaged / lost upon arrival
CP006608,20240413,2024-04-13,OD,KUL,Baggage Handling,Resolved,20,3,No,Email,Baggage delayed / damaged / lost upon arrival
CP006609,20230608,2023-06-08,OD,MYY,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006610,20240220,2024-02-20,OD,KBR,Baggage Handling,Escalated,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006611,20230815,2023-08-15,OD,TGG,Baggage Handling,Pending,,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006612,20231129,2023-11-29,MF,TWU,Baggage Handling,Resolved,10,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP006613,20231020,2023-10-20,MF,JHB,Cleanliness,Resolved,6,2,Yes,Social Media,Aircraft or terminal cleanliness below acceptable standard
CP006614,20241017,2024-10-17,MF,KUL,Refund/Compensation,In Progress,36,,No,Email,Delay in processing refund or compensation claim
CP006615,20240228,2024-02-28,MH,KUL,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP006616,20230716,2023-07-16,FY,TWU,Baggage Handling,Resolved,1,3,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006617,20231027,2023-10-27,FY,AOR,Check-in Service,Resolved,12,4,No,Email,"Long queue at check-in counter, insufficient staff"
CP006618,20230503,2023-05-03,OD,TWU,Cleanliness,Resolved,10,4,Yes,Website,Aircraft or terminal cleanliness below acceptable standard
CP006619,20230313,2023-03-13,OD,SBW,Baggage Handling,Resolved,21,3,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP006620,20241002,2024-10-02,AK,TWU,Safety Concern,In Progress,36,,No,Counter,Passenger reported safety-related concern onboard
CP006621,20230728,2023-07-28,AK,IPH,Flight Delay,Resolved,11,3,No,Email,Flight delayed without adequate notification to passengers
CP006622,20240610,2024-06-10,MF,PEN,Flight Delay,In Progress,5,,No,Phone,Flight delayed without adequate notification to passengers
CP006623,20230525,2023-05-25,D7,KBR,In-flight Service,Resolved,12,4,No,Email,Poor in-flight service quality reported by passengers
CP006624,20240430,2024-04-30,AK,SDK,Flight Delay,Pending,,,Yes,Phone,Flight delayed without adequate notification to passengers
CP006625,20230327,2023-03-27,FY,KCH,Ground Staff Attitude,Escalated,,,No,Website,Unprofessional behaviour from ground handling staff
CP006626,20240121,2024-01-21,OD,PEN,Baggage Handling,Resolved,17,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP006627,20230331,2023-03-31,MH,JHB,Flight Delay,Resolved,14,5,No,Phone,Flight delayed without adequate notification to passengers
CP006628,20240913,2024-09-13,MF,KUA,Refund/Compensation,Resolved,10,2,Yes,Email,Delay in processing refund or compensation claim
CP006629,20240314,2024-03-14,OD,KUA,Refund/Compensation,Resolved,21,2,No,Website,Delay in processing refund or compensation claim
CP006630,20241030,2024-10-30,MF,BKI,Ground Staff Attitude,In Progress,38,,No,Social Media,Unprofessional behaviour from ground handling staff
CP006631,20240922,2024-09-22,OD,JHB,Check-in Service,Resolved,11,2,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP006632,20230602,2023-06-02,AK,SBW,Flight Delay,Resolved,11,4,No,Counter,Flight delayed without adequate notification to passengers
CP006633,20230901,2023-09-01,AK,TGG,Baggage Handling,Resolved,13,2,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP006634,20230328,2023-03-28,OD,TGG,Check-in Service,Resolved,11,4,No,Phone,"Long queue at check-in counter, insufficient staff"
CP006635,20240706,2024-07-06,OD,KBR,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP006636,20231208,2023-12-08,MF,KUL,Safety Concern,Resolved,9,5,Yes,Phone,Passenger reported safety-related concern onboard
CP006637,20230624,2023-06-24,MF,TWU,Flight Delay,Resolved,13,4,No,Email,Flight delayed without adequate notification to passengers
CP006638,20231104,2023-11-04,MF,BKI,Ground Staff Attitude,Resolved,4,2,Yes,Counter,Unprofessional behaviour from ground handling staff
CP006639,20230916,2023-09-16,MH,PEN,Flight Delay,Escalated,,,Yes,Counter,Flight delayed without adequate notification to passengers
CP006640,20241228,2024-12-28,AK,KBR,Check-in Service,Pending,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP006641,20230715,2023-07-15,FY,KUA,Flight Delay,Resolved,4,5,Yes,Email,Flight delayed without adequate notification to passengers
CP006642,20231022,2023-10-22,FY,JHB,Check-in Service,Resolved,17,2,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006643,20230605,2023-06-05,AK,IPH,Check-in Service,Resolved,13,2,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP006644,20240103,2024-01-03,D7,KUL,Flight Delay,Resolved,5,2,No,Counter,Flight delayed without adequate notification to passengers
CP006645,20241127,2024-11-27,AK,KUA,Baggage Handling,Escalated,,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP006646,20230601,2023-06-01,MH,KBR,Flight Delay,Escalated,,,No,Phone,Flight delayed without adequate notification to passengers
CP006647,20231207,2023-12-07,AK,LGK,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP006648,20231128,2023-11-28,FY,KUA,Flight Delay,Resolved,15,3,No,Email,Flight delayed without adequate notification to passengers
CP006649,20240128,2024-01-28,AK,MYY,Ground Staff Attitude,In Progress,30,,No,Website,Unprofessional behaviour from ground handling staff
CP006650,20230618,2023-06-18,AK,KBR,Flight Delay,Resolved,9,2,Yes,Phone,Flight delayed without adequate notification to passengers
CP006651,20240122,2024-01-22,OD,SBW,Check-in Service,In Progress,33,,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP006652,20241021,2024-10-21,MH,MYY,Flight Delay,Resolved,7,3,No,Email,Flight delayed without adequate notification to passengers
CP006653,20231018,2023-10-18,FY,TWU,Refund/Compensation,Resolved,8,2,No,Website,Delay in processing refund or compensation claim
CP006654,20240224,2024-02-24,MF,MYY,Flight Delay,Resolved,2,5,No,Website,Flight delayed without adequate notification to passengers
CP006655,20240212,2024-02-12,D7,JHB,Flight Delay,Resolved,4,4,No,Counter,Flight delayed without adequate notification to passengers
CP006656,20230831,2023-08-31,FY,SBW,In-flight Service,In Progress,34,,Yes,Email,Poor in-flight service quality reported by passengers
CP006657,20240826,2024-08-26,OD,SDK,Check-in Service,Resolved,4,4,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP006658,20241203,2024-12-03,FY,IPH,Baggage Handling,Resolved,21,4,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006659,20230715,2023-07-15,AK,TWU,Baggage Handling,Escalated,,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP006660,20241018,2024-10-18,AK,KUA,Baggage Handling,In Progress,41,,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP006661,20240108,2024-01-08,MH,AOR,In-flight Service,Resolved,12,2,No,Website,Poor in-flight service quality reported by passengers
CP006662,20230508,2023-05-08,AK,SBW,Flight Delay,Resolved,10,3,No,Website,Flight delayed without adequate notification to passengers
CP006663,20240704,2024-07-04,MF,SBW,Ground Staff Attitude,Resolved,17,5,No,Counter,Unprofessional behaviour from ground handling staff
CP006664,20230320,2023-03-20,AK,AOR,Baggage Handling,In Progress,16,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006665,20240126,2024-01-26,MH,KUL,Flight Delay,In Progress,10,,Yes,Website,Flight delayed without adequate notification to passengers
CP006666,20230816,2023-08-16,AK,KUL,Flight Delay,Escalated,,,No,Website,Flight delayed without adequate notification to passengers
CP006667,20240119,2024-01-19,FY,SDK,Check-in Service,Resolved,20,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP006668,20241120,2024-11-20,AK,KUL,Flight Delay,Resolved,2,3,Yes,Phone,Flight delayed without adequate notification to passengers
CP006669,20230510,2023-05-10,D7,PEN,Other,Resolved,16,5,No,Social Media,Miscellaneous passenger complaint
CP006670,20241215,2024-12-15,OD,KUL,Baggage Handling,Resolved,16,5,No,Email,Baggage delayed / damaged / lost upon arrival
CP006671,20231106,2023-11-06,AK,TGG,Flight Delay,Resolved,20,4,No,Email,Flight delayed without adequate notification to passengers
CP006672,20240831,2024-08-31,AK,IPH,Flight Delay,Resolved,7,4,No,Email,Flight delayed without adequate notification to passengers
CP006673,20241108,2024-11-08,AK,KCH,Flight Delay,Resolved,5,5,Yes,Website,Flight delayed without adequate notification to passengers
CP006674,20240916,2024-09-16,MF,KUA,Baggage Handling,Resolved,12,4,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP006675,20241011,2024-10-11,AK,KBR,Flight Delay,Resolved,1,5,No,Website,Flight delayed without adequate notification to passengers
CP006676,20230812,2023-08-12,AK,PEN,Flight Delay,Resolved,11,4,Yes,Website,Flight delayed without adequate notification to passengers
CP006677,20230606,2023-06-06,AK,AOR,Flight Delay,Resolved,16,4,No,Email,Flight delayed without adequate notification to passengers
CP006678,20231222,2023-12-22,D7,SBW,Flight Delay,Resolved,2,2,Yes,Counter,Flight delayed without adequate notification to passengers
CP006679,20230705,2023-07-05,AK,KBR,Flight Delay,Resolved,5,3,Yes,Email,Flight delayed without adequate notification to passengers
CP006680,20231123,2023-11-23,MF,BKI,Baggage Handling,Resolved,8,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP006681,20230119,2023-01-19,AK,KUL,In-flight Service,Escalated,,,No,Website,Poor in-flight service quality reported by passengers
CP006682,20230210,2023-02-10,MH,BKI,Check-in Service,Pending,,,No,Counter,"Long queue at check-in counter, insufficient staff"
CP006683,20240506,2024-05-06,FY,JHB,Refund/Compensation,Escalated,,,No,Phone,Delay in processing refund or compensation claim
CP006684,20231027,2023-10-27,D7,JHB,Refund/Compensation,In Progress,21,,No,Counter,Delay in processing refund or compensation claim
CP006685,20230330,2023-03-30,MF,BKI,In-flight Service,Pending,,,No,Email,Poor in-flight service quality reported by passengers
CP006686,20231001,2023-10-01,FY,BKI,Refund/Compensation,In Progress,29,,Yes,Counter,Delay in processing refund or compensation claim
CP006687,20240519,2024-05-19,D7,BKI,Baggage Handling,Resolved,12,2,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006688,20240124,2024-01-24,D7,LGK,Flight Delay,Resolved,12,4,No,Website,Flight delayed without adequate notification to passengers
CP006689,20241220,2024-12-20,FY,KCH,Flight Delay,In Progress,10,,No,Email,Flight delayed without adequate notification to passengers
CP006690,20240405,2024-04-05,AK,PEN,Flight Delay,Resolved,11,2,No,Email,Flight delayed without adequate notification to passengers
CP006691,20230313,2023-03-13,AK,KUA,In-flight Service,In Progress,22,,No,Email,Poor in-flight service quality reported by passengers
CP006692,20240320,2024-03-20,AK,TGG,Flight Delay,Resolved,21,4,No,Email,Flight delayed without adequate notification to passengers
CP006693,20230708,2023-07-08,AK,TGG,Ground Staff Attitude,In Progress,30,,Yes,Social Media,Unprofessional behaviour from ground handling staff
CP006694,20240811,2024-08-11,MF,JHB,Flight Delay,Resolved,7,2,No,Counter,Flight delayed without adequate notification to passengers
CP006695,20241220,2024-12-20,D7,JHB,Ground Staff Attitude,Escalated,,,Yes,Email,Unprofessional behaviour from ground handling staff
CP006696,20230629,2023-06-29,AK,SBW,Check-in Service,Resolved,8,5,No,Website,"Long queue at check-in counter, insufficient staff"
CP006697,20230306,2023-03-06,AK,SDK,Ground Staff Attitude,Resolved,5,2,No,Email,Unprofessional behaviour from ground handling staff
CP006698,20230524,2023-05-24,MF,PEN,Ground Staff Attitude,Pending,,,No,Website,Unprofessional behaviour from ground handling staff
CP006699,20241124,2024-11-24,AK,KUA,Refund/Compensation,Resolved,14,2,No,Counter,Delay in processing refund or compensation claim
CP006700,20231203,2023-12-03,MF,PEN,Baggage Handling,Resolved,11,4,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006701,20240222,2024-02-22,OD,SDK,Baggage Handling,In Progress,11,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006702,20230316,2023-03-16,FY,IPH,Baggage Handling,Resolved,14,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP006703,20240416,2024-04-16,MF,IPH,Baggage Handling,Resolved,14,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP006704,20240913,2024-09-13,MH,KUA,Baggage Handling,In Progress,27,,No,Website,Baggage delayed / damaged / lost upon arrival
CP006705,20240203,2024-02-03,AK,PEN,Ground Staff Attitude,Pending,,,No,Phone,Unprofessional behaviour from ground handling staff
CP006706,20230612,2023-06-12,D7,MYY,Baggage Handling,Resolved,21,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP006707,20230808,2023-08-08,AK,IPH,Baggage Handling,Resolved,4,3,No,Counter,Baggage delayed / damaged / lost upon arrival
CP006708,20240302,2024-03-02,MF,KUL,Baggage Handling,In Progress,30,,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP006709,20231202,2023-12-02,MH,KCH,In-flight Service,Resolved,8,3,Yes,Phone,Poor in-flight service quality reported by passengers
CP006710,20230731,2023-07-31,AK,KUL,Flight Delay,Resolved,10,3,Yes,Counter,Flight delayed without adequate notification to passengers
CP006711,20230502,2023-05-02,MH,SDK,Flight Delay,Resolved,6,3,No,Phone,Flight delayed without adequate notification to passengers
CP006712,20240206,2024-02-06,OD,JHB,Ground Staff Attitude,Resolved,13,3,No,Website,Unprofessional behaviour from ground handling staff
CP006713,20230105,2023-01-05,MF,KUA,In-flight Service,In Progress,44,,Yes,Website,Poor in-flight service quality reported by passengers
CP006714,20240109,2024-01-09,MH,AOR,Baggage Handling,Resolved,15,5,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006715,20230807,2023-08-07,MF,KCH,Ground Staff Attitude,Escalated,,,No,Website,Unprofessional behaviour from ground handling staff
CP006716,20230416,2023-04-16,AK,AOR,Flight Delay,Pending,,,Yes,Email,Flight delayed without adequate notification to passengers
CP006717,20231114,2023-11-14,AK,SDK,Flight Delay,Resolved,20,4,No,Website,Flight delayed without adequate notification to passengers
CP006718,20230717,2023-07-17,FY,SDK,In-flight Service,Resolved,18,4,No,Website,Poor in-flight service quality reported by passengers
CP006719,20241117,2024-11-17,AK,LGK,Flight Delay,Resolved,2,4,No,Website,Flight delayed without adequate notification to passengers
CP006720,20230705,2023-07-05,AK,KUA,Baggage Handling,Pending,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP006721,20230827,2023-08-27,OD,SDK,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP006722,20240828,2024-08-28,AK,IPH,Check-in Service,In Progress,27,,Yes,Website,"Long queue at check-in counter, insufficient staff"
